,,S_ID,Sender,SMS,CLASS
KatyPerry,343,z13ndnjbcnj5y1jpv04cg3z4tqfjihobu0w,Julia Szefer,Katty is the best! ! ! ! ﻿,0
KatyPerry,344,z13ocniikmi1vzubr04ccn3jkzihtrbzpp00k,Bader Awesome,That was very good I mean very very much good ﻿,0
KatyPerry,345,z12sjp3zgtqnvlysj23zuxxaolrvd1oj504,Kacy Cluley,This song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much:-) Xxx﻿,0
KatyPerry,346,z132enrpoy35yxpoe04cjr4zur3jvbyq3xo0k,Kasia Fabisiewicz,&lt;3﻿,0
KatyPerry,347,z132jbmxfqm4fjysg23nwjfb2mv2vxnua,Decio Alves Martins,"KATY PERRY, I AM THE ""DÉCIO CABELO"", ""DECIO HAIR"". I AM 60 YEARS OF AGE. I  DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT  THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS.  COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A  CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY, I  WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.﻿",1
KatyPerry,348,z12cdlswetvnejcri04cex0jfwy2u3tzj54,Rafi Hossain,Honestly speaking except taylor swift and adele i don't lile any of the  modern day singers. But i must say whenever i hear this song i feel  goosebumps. Its quite inspiring!! Thanks miss Perry!﻿,0
KatyPerry,349,z120e5uautvcuper304ccf4bjrjugdpbwrc0k,moaz adnan,who is going to reach the billion first : katy or taylor ?﻿,0
LMFAO,0,z13uwn2heqndtr5g304ccv5j5kqqzxjadmc0k,Corey Wilson,"<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=2m19s"">2:19</a> best part﻿",0
LMFAO,1,z124jvczaz3dxhnbc04cffk43oiugj25yzo0k,Epic Gaming,wierd but funny﻿,0
LMFAO,2,z13tczjy5xj0vjmu5231unho1ofey5zdk,LaS Music,"Hey guys, I&#39;m a human.<br /><br /><br />But I don&#39;t want to be a human, I want to be a sexy fucking giraffe.<br /><br /><br />I already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! Like this post so others can root me on in my dream!!!!<br /><br /><br />Im fucking with you, I make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>﻿",1
LMFAO,3,z13tzr0hdpnayhqqc04cd3zqqqjkf3ngckk0k,Cheryl Fox,Party Rock....lol...who wants to shuffle!!!﻿,0
LMFAO,4,z12pcvix4zedcjvyb04ccr1r0mr2g5xwyng0k,PATRICK_TW,Party rock﻿,0
LMFAO,5,z13rcnlyamexujnf022vcrb5qouetpjz404,Brian Brai,Shuffle﻿,0
LMFAO,6,z13oe5si1ouygx2dv22vcrb5qouetpjz404,Brian Brai,Omg﻿,0
LMFAO,7,z123izobdqqyszmsx231cfuahxfjwjmpk04,Alex DeFeo,This song is just really fun ﻿,0
LMFAO,8,z13ghh0z5z3li1q1i22jdjma0xn2z535404,Giovanni Jimenez,Awsome<br />﻿,0
LMFAO,9,z13lwnoznomnynobc04cd5oylkz4vbngkhk,Silvia Bascur,wow!!!!!! increible song!!!!!!!!!﻿,0
LMFAO,10,z12wctyrfvndsj32n23yhrhrxlyiulpcn,Michael Whiteside,I love this song so much﻿,0
LMFAO,11,z12qgle4jsutshh1422kwjzwdkneerd4004,yenis maría Rodríguez,2015 LIKEEE﻿,0
LMFAO,12,z13rtrlxatfpfruxj04cd1hbizb4hv5jmf0,Alex Martin,I miss when people dressed like this.﻿,0
LMFAO,13,z12luhmz2trvu1s0y22xyfhq2lbgwhkxm04,Alex Jansen,2011- the last year of decent music.﻿,0
LMFAO,14,z12afxix2xnyhxaon04ccdtofrj3h10ygrk0k,Aiden Hill,Best song ever!!!!﻿,0
LMFAO,15,z12rt5qylz3ny5qdv221epkhvsvxwlgjz04,joe pepin-leblanc,"super nice, love musique﻿",0
LMFAO,16,z12ogdfjckevwjtz504chrzytqeqthybckw0k,bilal kenno,wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww﻿,0
LMFAO,17,z13fzxmg0si1cpsc323silmpnpuasflls,SoulInChains00,PARTY ROCK (8) ~﻿,0
LMFAO,18,z13xjvjgxqbcgdeni22wxfroqsvutpyb004,Phương Linh Nguyễn Ngọc,Thumbs up if you watched it in 2011﻿,0
LMFAO,19,z12nf31pdvqmjdoyt04cdn3xzvajgrihnfo,Gonzalo Ferrare,this is increidebl﻿,0
LMFAO,20,z12uwpdgeqnex5wwi04cjlkotmfeuv54zzk0k,‫אסף שמש‬‎,LMFAO!!!!!!!!﻿,0
LMFAO,21,z125v3ozoqenvthaz04cdtajsmzwgxkwxug0k,Henri Kameron,just :( superr!!!﻿,0
LMFAO,22,z12eg5zqxqbdfdzcn22uwxoqxovhhz1ke,Lukas Ogonowski,2015!! LLIKEE!!﻿,0
LMFAO,23,z13yyrro2wmcshswh04cd3saivu1xdprerk0k,LoL Games,Yeah! Let&#39;s start the party!﻿,0
LMFAO,24,z13ew5agxpmnifz3223ljn1rtvidtj0fp,snsddien,This awesome song needed 4 years to reach to 800 mil views while Tango Switch bitch needed 1 year. its not fairrrrrrr﻿,0
LMFAO,25,z13lhzyb0wmyfftcb22pdbg5swe3xlxds,ulvi ualiyev,NICE GIRL :D﻿,0
LMFAO,26,z134xhhpulz0snlai04cehqhosvst3lxbss0k,TransFormersAddict11,I remember back when this was so popular everyone on our school was shuffling it was crazy﻿,0
LMFAO,27,z13thxlwoy2qftuh204cgvvg3yvpyfbgvvc0k,Brandon Richards,LMFAO!﻿,0
LMFAO,28,z12rif2ypuzofjo0s22se3e5dzrnznq2z,Jared Acevedo,Super awesome video<br />﻿,0
LMFAO,29,z13xc5v4hkbfdvgpb04ccz0zkrujib4a23c,Paul Crowder,JUST DANCE 3 😂😂😂﻿,0
LMFAO,30,z13fhbspolbawj5tn22bsbw5ynvlt1kku,Paul Crowder,"This Will Always Be My Favorite Song<br />But My Favorite Part Is <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m40s"">3:40</a>-<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=4m11s"">4:11</a> In The Video ﻿",0
LMFAO,31,z133wlxihmr0xzicr224gfj53tnhxlxmg,keonte moore,Party Rock<br />﻿,0
LMFAO,32,z120tv4aborbjtpuo22ecxvx2rqmsrhck,Paige Lebrun,"LMFAO - Party Rock Anthem ft. Lauren Bennett, Goo…: <a href=""https://youtu.be/KQ6zr6kCPj8"">https://youtu.be/KQ6zr6kCPj8</a>     <br />BOX MAN GOT SOME MOVES! :D HE MAKES MEH SMILE﻿",0
LMFAO,33,z13wxrejjparwzku322ytdjamub5y5glg,EDWARD  PALMA ,This the best song i ever hire<br />﻿,0
LMFAO,34,z12sfpazjvv3s3tss23hdhgacwasjjemb,breathinsoul,"Its funny that Mahogany is there lmao, I actually didn&#39;t know that her brother and uncle are part of LMFAO﻿",0
LMFAO,35,z13gfxxpcpemtbfru04cgnobbqraszrowpc0k,lol Ippocastano,"Party rock anthem is love,party rock anthem is life﻿",0
LMFAO,36,z13nfjwhmzyfthozy04cgnobbqraszrowpc0k,lol Ippocastano,"Stop,is a very TOP 1﻿",0
LMFAO,37,z12lgx5xhnj2sdsy004cdhooyvfvd314dyk0k,goofygroova16,Ahhh back when my life didn&#39;t suck...﻿,0
LMFAO,38,z134ejc5qo2tinqb404cezl4ayq5cprwoqw0k,Boa Hancock Amelia Caria,Party rock! XD﻿,0
LMFAO,39,z12qgp2yvnbvx3wf1222idfjcybhhzl3d,eliška žáková,CUTE  :)﻿,0
LMFAO,40,z13vg3dgkqjycpttg23bvl2pwzzzwnteo,Ciasteczko ;*,LMFAO best songs ever!﻿,0
LMFAO,41,z12sulyo4qmyjvjvm23tznvzfnboetfuj,Like👑A👑Boss (Chloe that pony lover),"I fuckin love this song!<br /><br /><br />After, I&#39;m sexy and I know it ﻿",0
LMFAO,42,z13ydf2g2z3lz1ids22zy50ocn2hvxfn2,FERTHEBOSS1,they Shuffle hard that they made an Earthquake in Nepal﻿,0
LMFAO,43,z12ghl3g3lfvsz5lh223u10jnyvgflune,Madagascar Tropic Voyage,Nice﻿,0
LMFAO,44,z12re1q41uvxf3lkf22zzpdo4mj2cflxq04,Gulam Maulana,still.. this reminds me of 1 years back when i was do shuffle everyday﻿,0
LMFAO,45,z13sunj4vkyqwdwsq23jcvrpepyegzwrb04,Tyrone Wilson,Love this song makes me wanna dance! ﻿,0
LMFAO,46,z12hh3bobpvle1mvt22icnvommzjjxaup,Ahmed al rawahi,that time in 2011 where this shirt was cool﻿,0
LMFAO,47,z13jihf5luz0s5nlj22usvaquqeyvxk2u,Merle Walton,Love this video and the song of course﻿,0
LMFAO,48,z13fzt0pzle4dlczg04cfd3yonqhfrva3bs,Jenna Metchooyeah,Check out this video on YouTube:﻿,1
LMFAO,49,z13df5jp4umzg3jhw04chniaxlviirc4hqs0k,Tominke Urbančok,Very Nice !!!<br />Yeah Fucking.﻿,0
LMFAO,50,z131jxyx5lameffkt23qfhsb4weazhxxg04,thebayareapimp,WELL THIS DUDES FADED THE FUCK OUT!﻿,0
LMFAO,51,z12cffepsub4gv5z204cjn5zykntdz45ygk,Meneer Mandje,Ah. Good old times (:﻿,0
LMFAO,52,z131uxqp3qawzxohf04ce3njbzawyjyhbuw0k,No Name Ass Fuk,old and good song﻿,0
LMFAO,53,z125ed041z3phrqsu234vljydn35jhadw,hassan laidli,cool﻿,0
LMFAO,54,z12lzlsxewzbihrvl23jibxpttjxcrv04,wanderer damion,not 2 million view anymore :))﻿,0
LMFAO,55,z13dun5iruvhx3ryi04cgjkq1nqhhp2p1p00k,Jipi Trần,Good﻿,0
LMFAO,56,z13rhxvopkjkxp1kr23xfrio3oyttbvuq,Xan Harmer,Check out this video on YouTube:﻿,1
LMFAO,57,z12ntfuinv2kjvjtr220szfjmru0ydt13,Jessica Benavides ,Check out this video on YouTube:<br />﻿,1
LMFAO,58,z120zd0iryyxgfsnh22zxxqq1q3pjf5et,ShockMinerX,Remeber the good ol&#39; days when songs weren&#39;t about butts.  ﻿,0
LMFAO,59,z12lfltwkq2cv1gft22aslh5hwyjgtzto,marie smith,You are the music hero😍😎﻿,0
LMFAO,60,z13hxdr5uvbsintfz22uddk4imbkcp20h,Mattkrewe,i was born in the wrong generation﻿,0
LMFAO,61,z13nctv5kwyetr3q504ce3443mqbhns4xu40k,janet rangel,Love this song makes me wanna dance! ﻿,0
LMFAO,62,z12cylxbfwfxijrbs04ce3443mqbhns4xu40k,janet rangel,Love this song makes me wanna dance! ﻿,0
LMFAO,63,z12rtnfbgv2jwdj4q04cefeaqxevh5ogpwg0k,Роза Герман,Very good! Like! :D﻿,0
LMFAO,64,z13wtxlwqlfizpaiq04cixs4eon3ez5xeaw,Andy FunnyVideos,"the views...... They&#39;re over 90,000!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿",0
LMFAO,65,z13ezbtpzujggwcckyy0cljbfkn0zbkk1,Gaven Purdin,love lmfao party rockin keep it going﻿,0
LMFAO,66,z12hy3mipnupwbelu23bxloz0uyutfhql04,Martin Dushkov,Best Music Ever!!!﻿,0
LMFAO,67,z12pxvow0mzfj3mvx22hv3eqslmuvl4w304,Ernad Smailovic,Likeeee﻿,0
LMFAO,68,z12ycjvh3nbqulnmr23tyv45pubiexurd04,nienke de kimpe,Cool﻿,0
LMFAO,69,z13jvndqyr2zjzpxo04cij4pdva4yhqzlq40k,D Maw,Remeber when this song was good﻿,0
LMFAO,70,z122wfsbyvfeip0wl04cefjz1svzcd25vqg0k,jesus sanchez,2015 &lt;3﻿,0
LMFAO,71,z13lutxw3tnfj3fgg04cfrwgolm1ftzp2ug0k,Chibi Chan,i want to be that robot guy...﻿,0
LMFAO,72,z12pd3wq0p3wzzt5p04cd33pwnrreduadn40k,Brianna Reed,I LOVE YOUR SONGS﻿,0
LMFAO,73,z13yd544duyufvy1h22mhplzskveejjl3,Lemon Slices,Omg it&#39;s going to have 1bi views!﻿,0
LMFAO,74,z12sh3g5bxeczzrpw04cg3vatpv5cphzbok0k,Georges EIrani,Dance :)﻿,0
LMFAO,75,z13jszkr5ka1e5s5204cetkg3mnazbb5zcc,Paul Garza,Check out this video on YouTube:﻿,1
LMFAO,76,z12vtxzqskzlupozn04cdjdpvrvctxjpn0c,ignacio diaz palma,5 years... ﻿,0
LMFAO,77,z121hxvwrz35e1udw22lh5objyf1wxefn,Amanda Ludwick,cool cool cool cool cool cool cool﻿,0
LMFAO,78,z12avxpx4t3xib0fq225jvlbdnqfh320y,Eliana Guzman,Wow I love it ﻿,0
LMFAO,79,z122ixhpoqn3i3s5u04chxvxqtr0dns4gqs0k,Kenster,Who knows the name of that girl?.. and that one.. and that one...﻿,0
LMFAO,80,z13yydnzzta0frsum23rx31imxmdfn4t3,Baptiste Blomme,Why did they stop their career in music? This music rocks !﻿,0
LMFAO,81,z12ctjfqtz3gjtgqj04chrbxtxutf5dh310,Franklin Music,Very Nice !﻿,0
LMFAO,82,z13lfhwrjweyxzs4c04cgxwywsvyw3zhexg0k,Salvador Sanchez,Why sooooo many downs?﻿,0
LMFAO,83,z13fvlhr2lzfflguw22hd5rjckihspgwt04,crazy girl,tension⤴︎⤴︎﻿,0
LMFAO,84,z133wn2qulv5zz45q04cc10qbqv3gts5e3w,Sana Kashif,Nice﻿,0
LMFAO,85,z13sjlb4rrjmdd2tl23cidlblkizefxvx,Yuliana Andrea  Caucali Acosta,2015<br />I like video﻿,0
LMFAO,86,z12uzb3oxy23cbikz23qsjczaxz5wh1t5,luisel Tutoriales Gameplays (luisel Tutoriales),music yeah﻿,0
LMFAO,87,z12jvb5gsrnmebqqv04cg11jwtmdwfdx1jw,_ OMGiTzLeo _,Like this in 2015! :D﻿,0
LMFAO,88,z12bivpo3navshouw23tixb5imayt1xqt04,Lizz Seamore,This was such an epic track. And the video is awesome!﻿,0
LMFAO,89,z12jf1h5lznmuhcuw22ruxdyxp2eh32ch,irving echeverria,LIKKEE﻿,0
LMFAO,90,z12tgphxmvmizr5h104cjzr5rle3tftgch0,joann belin,give it a like﻿,1
LMFAO,91,z12njt2xmsb2jpbp104ccz3xiwfzflriujo,Powpie Cheers,Lets party﻿,0
LMFAO,92,z13tsligxuffvrxkz23qibyydnbagphm2,Terry Short,"Support the fight for your 4th amendment right to privacy in your home and business. Stop the NSA spying on Americans with the un Patriot Act Renewal. Rand Paul has spent 10.5 hours on the Senate floor in a Protest and Filibuster fighting for our  Constitution that this Nation is founded on. Join the fight at Rand Paul dot com. Spread The Word. We Have Someone That Cares About Our Nation.  Email your Senators, Congress men and women, tell them to support Rand. Tell the news to support Rand too. Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=1m00s"">1:00</a> am this morning fighting for our Constitution.﻿",1
LMFAO,93,z13fehihaneyzh3wp04cfxrwkyfkwvgoex00k,pratik patel,"mindblowing dance.,.,.superbbb song﻿",0
LMFAO,94,z12ldxsqzsvvwf5h404cjh5ooxincztrles,Tiona Mayo,Anyone else think this video theme is a bit of an insult to 28 days later? ﻿,0
LMFAO,95,z12lfnvjjm3vi1fsx23mdjc5rpu3x3kox04,Jd Hurst,Check out this video on YouTube:﻿,1
LMFAO,96,z13qwl2rznzohbhqy04ch3cy5tnihrkhlt40k,Thejaynetts,Never get old ﻿,0
LMFAO,97,z13rjvjx1qbrsf5ng233tbgyyxy2wroqu04,Châu Nguyễn (Michelle),I remember when this used to be so popular all around at the time.<br />I still love it.﻿,0
LMFAO,98,z13lfpkzyzvoynqvi234g5ix3taoefr21,Roham 11,Strong messages in every  song I&#39;ve  heard.﻿,0
LMFAO,99,z13jspr4tpe5cfofr23eftm4ivaigv1ju04,vipman yea,4 fucking years are fucking past so fucking fast fuck.....﻿,0
LMFAO,100,z13bx3dxkuqafjtdo22dszzq4wy0sxxkq,sok piseth,I know it old song but (like) if you watching in 2015﻿,0
LMFAO,101,z12fud04ypiisp4gu04ccbrobq2fzlbawsc0k,troll face,i&#39;m watching this on summer 2015﻿,0
LMFAO,102,z12dfr5irwr5chwm3232gvnq2laqcdezn04,Carlos Rueda,I am going to blow my mind﻿,0
LMFAO,103,z12tevwo3qq4cxwv022vgxnx2senxvxar04,FunCircUS,And i´m Shufflin still today :D﻿,0
LMFAO,104,z12nd5j4tofqu3r5104cirbicuj0v3pp51k,Waleed Khan,This is my favorite song ever love this Party Rock It Everybody!!!!﻿,0
LMFAO,105,z124c10ohxvlx1mip04ccp3rqtetgp2qxhs,Tuấn Anh Nguyễn Tiến,1000000000 views.﻿,0
LMFAO,106,z13ucpgpwv2zw3wwr04ch5jj3ya1jtmq1g0,JR6GAMING,lets get it to 1 BILLION﻿,0
LMFAO,107,z120t12qtr23etulr23rvzbyfyj1yfons,Mayen Dabuol,Love this soooooooooooooooooooooooooooooooooooooooooooooooooo much﻿,0
LMFAO,108,z121tf4iwyrivvpsf232dhho5k33dvxy204,Carol Galvan,I love this song so much﻿,0
LMFAO,109,z13uzb3zqoylw1kl022zidpqbn2tfpcjr04,Connor Mire,I&#39;m A SUBSCRIBER﻿,1
LMFAO,110,z13xxf3qlq2bxpm1o22zidpqbn2tfpcjr04,Connor Mire,This Song is AWESOME!!!!﻿,0
LMFAO,111,z12cttv5iwv0ur3en221ih2zssbkfrczq04,Lolumad66,Best song ever made i swear :D i still hear even doe it old!! who else?﻿,0
LMFAO,112,z12mzfsy0mypfvcy404ccdvqmyq5gzqazow0k,Nancy “Aya” Lo,I came here because of Vanoss.﻿,0
LMFAO,113,z13kvz3pluj4uv2es23ugvuytyftxbpb204,Tala sweet,Best song for ever💜💜😢<br />﻿,0
LMFAO,114,z12jjrfyukjlw5wyl04cddbo5pysslphbqs0k,Miix_MC,epic﻿,0
LMFAO,115,z12qd1vx5xjecxvxu04cevnpmmqve30jgrk0k,   Berty  Winata,"I like so much this music,  good ﻿",0
LMFAO,116,z13dv1fxtl20jhylo22pyx5gvme4wra1q,Shirley Donoso,Beautiful song﻿,0
LMFAO,117,z13ufhijoxrjsnrxz04chh3gzledzruyg2c,Aryan Khemka,Why do I feel like as if Gangnam style copied their song from this?!﻿,0
LMFAO,118,z133xtoivnattvbm123idnoxlxryufnlg,LemonSpy_,"Damn, this was everywhere﻿",0
LMFAO,119,z13egr0zgknxttdyj04ci54ofzamcpuipng0k,Ice cream hero For AWSOMENESS!,Party time!﻿,0
LMFAO,120,z13mgxsztmn1hpam223tcxbglvi2wpx4o04,Steven Sachel,never gets old﻿,0
LMFAO,121,z13wz3sxqzv5u1axg04cepvrosylertw5xo0k,Nick Hardison,this song is fu cking awesom!!!!!!!﻿,0
LMFAO,122,z13ms12adsbdjbdds23nctrqsq2qhtose,Angela Alor,HOW DO YOU PUT A PICTURE FOR YOUR IMAGE THINGIE?!?!﻿,1
LMFAO,123,z12cjdywboihdxu5d04celsj0m2vjzrwk0k,DrPunkable,"okay, this should cover me for some time... Thumbs up if you&#39;re watching while youtube still exists.﻿",1
LMFAO,124,z12mfpupfyqairrzh04cf5v5ppeldjha53c,shreyes taral,"This song is just insane.<br />Do you dance listening to this song?( i do, lol)﻿",0
LMFAO,125,z13bdbmoqo3yurmfa22lznkpvqqkfl5fh,Smile day,:)﻿,0
LMFAO,126,z12vsvqwqyjiinvj204cjjjyflbgvbsgtlg0k,Eduardo Salgado Uresti,Thumbs up if shrek is gay 👍﻿,1
LMFAO,127,z13rfjuxmtm3vd2eb23qi1brgq3ic5nxv04,Marshmallow Kingdom,THUMBS UP FOR ROBO GUY BABY﻿,0
LMFAO,128,z12byh5aau33evli204cits4yxmsht0qjrg0k,Marshmallow Kingdom,SERIOUSLY HOW DID THEY COME UP WITH THAT BEAT IT IS INSANELY GOOD HOLY FUCK﻿,0
LMFAO,129,z13wtxw41lucynljt04cits4yxmsht0qjrg0k,Marshmallow Kingdom,BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!﻿,0
LMFAO,130,z13tudczpxi5j1eun22zudooymblxxeup,Mary McCoy,Memories﻿,0
LMFAO,131,z133dbir3vbttld3122mdjtjyq3dc35z504,Ticci TøbyyX3,I lovee it ♥﻿,0
LMFAO,132,z132ed545qrhytxr404ch1q43uuyzrdwnqs0k,Niecee Sumling,More views than nikki minaj Anaconda﻿,0
LMFAO,133,z12de5li5lzwcbblp23gc11zmli4t5r10,Dicky Tricahyadi,LMFAO IS THE BEST﻿,0
LMFAO,134,z133hrmoltquclguh23luxkq2w2zgj1vz,Daniel Cruz,Who else saw jesses dancing sorry if I spelled it wrong  peace✌﻿,0
LMFAO,135,z120ubqoukjxu1ktp22xfvexvyu3xzkbv04,Jasmin Lopez,I like how the robot shuffles he shuffles good﻿,0
LMFAO,136,z12sub0pnwzlgnz0r23pwvaqtuveyxr1z,Blaze Blaziken,you cant stop the shuffle﻿,0
LMFAO,137,z12aczabeuzvhb0bg04cg35o2li0whbglss0k,Maria Lopez,Dang Dat little kid gat moves﻿,0
LMFAO,138,z125fx5glr2mwfycg22otzyjbvuod5yjx04,uncleltr,I miss this song. 😢﻿,0
LMFAO,139,z13twftbwk3qxl3gp04cgnob4ueot3pglok0k,creeperx 945,Loves it﻿,0
LMFAO,140,z12dhjqivqv3zvxwl04ccrs43v2wz1cbys40k,Bella Cullen,Check out this video on YouTube:<br />Gotta dance and just have a blast every time I hear this song !!!! Just ❥love❥ it!<br />﻿,1
LMFAO,141,z122wjt5wsi3xt25304cg1yrnxuxyluayuk0k,Insomniac,Man this song really does get in your bones - one minute I&#39;m nearly dosing off to sleep - the next I&#39;m shuffling like crazy with hot feet XD﻿,0
LMFAO,142,z12lxf34zybwv5siw04cftthhuiksxfjpjo,Deyanira  Urena,That shake and that golden and black robot were really partying ﻿,0
LMFAO,143,z131i14binnjjtrnn224e5yw5re0jxtmf,emrah England,Take a look at this video on YouTube:﻿,1
LMFAO,144,z13jzdtr3nqkc5ooj04cilhxgzywzhfrnzc0k,Fire Ghost73,cooooooooooooolllllllllll﻿,0
LMFAO,145,z12sz3wprvyovr2sr235gbex2tewsbqwh04,Khadra Abdirahman,Wow;)﻿,0
LMFAO,146,z13hhvtojxzvyl3oc04ci5pzaqjpynz5nvo0k,edge mango,"OH SHIT THIS WAS UPLOADED ON MY BIRTHDAY, finally my birthday isnt a curse, because on this day maylaysia airlines went missing, so i thought my birthday was a curse xD﻿",0
LMFAO,147,z13ledpiwqidu5iu022vy1yy3zntxnniz04,Pepe The Meme King,everyday I&#39;m shufflin﻿,0
LMFAO,148,z12nd53pxmacxb5wz04cfjsbvsjyjbqihvw0k,Pepe The Meme King,everyday I&#39;m shufflin﻿,0
LMFAO,149,z12gyripbnbehdria04ccn2jxlqkwjhqbio,Damn Son,Thumbs up if FE-FE-FE-FE-FEGELEIN brought u here﻿,1
LMFAO,150,z13bixew2rvmfpxcx23mf3iwxmydd3qh104,Teo Wei Jun,Every day I&#39;m Shuffling !﻿,0
LMFAO,151,z13gcbixunqogr2k4220fp1xcqz5svi0b,Heavyassmetalman,cool song ever good thing its here﻿,0
LMFAO,152,z13jwbvxvoqje10yg04ccbx5lna5w5rr0tg0k,EraserMan2,why does the world not shuffle???﻿,0
LMFAO,153,z13bvpnptyiuzjlr004cijkhguzvjlsjrpw0k,jen ven,"Love these guys, love the song!﻿",0
LMFAO,154,z13ot51yusa1htugp04cffzh0knkz55ae4w,Alexis Dean,Its funny because I listen to rock and death metal. But i like this.﻿,0
LMFAO,155,z133gz1qly2kit14004cgfuznyqezxay4uk0k,Georgina Riba,"Shuffling all the way with LMFAO! I like this one, wish I could shuffle like these crazy dudes﻿",0
LMFAO,156,z13ftvvprmqnijnrr04cgrej5paxhp3ionk0k,CHINMAY JANGID,5th most viewed video.. i guess﻿,0
LMFAO,157,z13duz4apzezupvmy22agxwikzizhrah304,JuanjoOMG,my favorite song﻿,0
